Superstrate_thickness,Frequency10,Frequency01
0,2.550006399,3.292006025
0,2.550009993,3.292000112
0,2.550003857,3.292000975
0,2.550006953,3.292009483
0,2.550001885,3.292002356
0,2.550003691,3.292006689
0,2.550009806,3.292008499
0,2.550003268,3.292008564
0,2.550003901,3.292007909
0,2.550005249,3.292005226
0,2.550009243,3.29200097
0,2.550005131,3.292009281
0,2.550006817,3.292004505
0,2.550001691,3.292007918
0,2.550008034,3.292006691
0,2.550000279,3.292006488
0,2.550003532,3.292005121
0,2.550005572,3.292006547
0,2.550000462,3.29200128
0,2.550006561,3.292009786
0,2.550003952,3.292006689
0,2.550008806,3.292001194
0,2.550008278,3.2920089
0,2.550000524,3.292002826
0,2.550001993,3.292002973
0,2.550006388,3.292008607
0,2.5500025,3.2920006
0,2.550002495,3.292009534
0,2.550006095,3.292004397
0,2.550000323,3.292003006
0,2.550005395,3.292001168
0,2.550006409,3.292004693
0,2.550003752,3.292001731
0,2.550003683,3.292007684
0,2.550002853,3.29200836
0,2.550002806,3.292007267
0,2.550002139,3.292003208
0,2.550000377,3.292002082
0,2.550006743,3.292004916
0,2.55000043,3.292000117
0,2.550000079,3.29200991
0,2.550000697,3.292004122
0,2.550001525,3.292007517
0,2.550003074,3.292002697
0,2.550008765,3.292009273
0,2.550003612,3.292008501
0,2.550009453,3.292007902
0,2.550005385,3.292003641
0,2.550001979,3.292007311
0,2.550008537,3.292003442
0,2.550005629,3.292002867
0,2.550000882,3.292001735
0,2.550004423,3.292001882
0,2.55000749,3.292005564
0,2.550003662,3.292002971
0,2.550006039,3.292002115
0,2.550008146,3.292007939
0,2.550002018,3.292007937
0,2.550004958,3.292005488
0,2.550001168,3.292005925
0,2.55000101,3.292006711
0,2.550002989,3.292007253
0,2.550004582,3.292004813
0,2.550004664,3.292008888
0,2.550000428,3.292006585
0,2.550008585,3.292003567
0,2.55000413,3.29200316
0,2.550009275,3.292005083
0,2.550002469,3.292003645
0,2.550007928,3.292008049
0,2.550005616,3.292006697
0,2.550009453,3.292003781
0,2.550009928,3.292007943
0,2.550002274,3.292004796
0,2.550001753,3.292003014
0,2.550001548,3.292005262
0,2.550005518,3.292001317
0,2.550007408,3.292002554
0,2.550000928,3.292001911
0,2.550007526,3.292003863
0,2.550000781,3.292006565
0,2.550001232,3.292001028
0,2.550004851,3.292003767
0,2.550007631,3.292008803
0,2.550005126,3.292008681
0,2.550002314,3.292000705
0,2.550004007,3.292007861
0,2.550008228,3.292002647
0,2.550007649,3.292003423
0,2.550001517,3.292002249
0,2.550003514,3.292002485
0,2.550004621,3.292003482
0,2.550008378,3.292002574
0,2.55000051,3.292009074
0,2.550002457,3.29200081
0,2.550004988,3.292006136
0,2.550006227,3.292001171
0,2.550000744,3.292008255
0,2.55000861,3.292007261
0,2.550007047,3.292002281
0,2.550006843,3.292000666
0,2.550009788,3.292007082
0,2.550003276,3.292006149
0,2.550000358,3.292003456
0,2.550003322,3.29200385
0,2.550009324,3.292003945
0,2.550006843,3.292007271
0,2.550000339,3.292007308
0,2.550000994,3.292004745
0,2.55000684,3.292009697
0,2.550005335,3.292008979
0,2.550006143,3.292000184
0,2.550006454,3.29200535
0,2.550008718,3.292007163
0,2.550005618,3.292009905
0,2.550001491,3.292004438
0,2.550002265,3.292004672
0,2.550004401,3.292006585
0,2.55000096,3.292005852
0,2.55000077,3.292003149
0,2.550006749,3.29200204
0,2.550005413,3.292002884
0,2.550004096,3.292007009
0,2.550004879,3.292001305
0,2.550006493,3.292007221
0,2.550005822,3.292008145
0,2.55000437,3.292000035
0,2.550001422,3.29200053
0,2.550007814,3.292005965
0,2.55000635,3.292007509
0,2.550008251,3.292007892
0,2.550008046,3.292002342
0,2.550008741,3.292001806
0,2.550000187,3.292005023
0,2.550003065,3.292000626
0,2.550000081,3.292008693
0,2.550002283,3.292007042
0,2.550004189,3.292006678
0,2.550001578,3.292002379
0,2.550005611,3.292006681
0,2.550007401,3.292000952
0,2.550006999,3.292006735
0,2.550002305,3.292006853
0,2.550002404,3.292006668
0,2.550001088,3.292000972
0,2.550008433,3.292008528
0,2.550005309,3.292001664
0,2.550003746,3.292000229
0,2.550006502,3.292006915
0,2.550003708,3.29200393
0,2.550005958,3.292004388
0,2.550002135,3.292002444
0,2.550002214,3.292003392
0,2.550000352,3.292009276
0,2.550008871,3.292007679
0,2.550005936,3.292001014
0,2.550009368,3.292001345
0,2.550003656,3.292005666
0,2.550008905,3.292005018
0,2.550002649,3.292001295
0,2.550009373,3.29200955
0,2.550009317,3.292006149
0,2.550002263,3.292003972
0,2.550008874,3.292002653
0,2.550000367,3.292008811
0,2.550009416,3.29200739
0,2.550001279,3.292006544
0,2.55000291,3.292001885
0,2.550001617,3.292002122
0,2.55000953,3.292005218
0,2.550009255,3.292003677
0,2.550009387,3.292007137
0,2.550003365,3.292009127
0,2.550009348,3.292004962
0,2.55000806,3.292002688
0,2.550001041,3.292007096
0,2.550007438,3.292001129
0,2.550006001,3.292003451
0,2.550009892,3.29200164
0,2.550000029,3.292003731
0,2.550004533,3.292008726
0,2.550002567,3.292009503
0,2.550007739,3.292002778
0,2.550001654,3.292001668
0,2.550008092,3.292003991
0,2.550001624,3.292006264
0,2.550008221,3.292007401
0,2.550004868,3.292004425
0,2.55000454,3.292003823
0,2.550006124,3.292003804
0,2.550006146,3.292008733
0,2.550000624,3.292006821
0,2.550009588,3.292003387
0,2.550002475,3.292007582
0,2.550005734,3.292000675
0,2.550001947,3.292002291
0,2.550004532,3.292000043
0,2.550001523,3.292000674
0,2.550000624,3.292004191
0,2.550008651,3.292006859
0,2.550002204,3.292006471
0,2.55000832,3.292003029
0,2.550002376,3.292001912
0,2.550008378,3.29200303
0,2.550004238,3.292003503
0,2.55000119,3.292002325
0,2.550004694,3.292005728
0,2.550003419,3.292002502
0,2.550001764,3.292004553
0,2.550009218,3.292000865
0,2.550001352,3.292005258
0,2.550001494,3.292006226
0,2.550004753,3.292007402
0,2.5500036,3.292009545
0,2.550005663,3.292006792
0,2.550001427,3.292002403
0,2.550004087,3.292001945
0,2.550005715,3.292005471
0,2.550002338,3.292001609
0,2.550004702,3.292006579
0,2.550006798,3.292007705
0,2.550006333,3.292007923
0,2.550001837,3.292007327
0,2.550005597,3.292001611
0,2.550001924,3.292005443
0,2.55000727,3.292002735
0,2.550005428,3.292007886
0,2.550001758,3.292003372
0,2.550000176,3.292002247
0,2.550002476,3.292007329
0,2.550005037,3.292009018
0,2.550005695,3.292008012
0,2.550005936,3.292000369
0,2.550008428,3.292006279
0,2.550007554,3.292008145
0,2.550002104,3.292004573
0,2.550002355,3.292001604
0,2.550006333,3.292003874
0,2.550002684,3.292000204
0,2.550001706,3.292005418
0,2.550004789,3.292009638
0,2.550005263,3.292007034
0,2.550002583,3.292007493
0,2.550005499,3.292005246
0,2.550003112,3.292008589
0,2.550002128,3.292007267
0,2.550009662,3.292004287
0,2.550001007,3.292009926
0,2.550004325,3.292004525
0,2.550005869,3.292001515
0,2.550004168,3.292003832
0,2.550008794,3.292009256
0,2.550006357,3.292001889
0,2.550002493,3.292000281
0,2.550005586,3.292009695
0,2.550006615,3.292005832
0,2.550004432,3.292004398
0,2.55000225,3.292008393
0,2.550000675,3.292005148
0,2.55000701,3.292000863
0,2.550008544,3.292008572
0,2.550004127,3.292005115
0,2.550005994,3.292004237
0,2.550004128,3.292002007
0,2.550004385,3.292003208
0,2.550001163,3.292004506
0,2.550009553,3.292004489
0,2.550009746,3.292007275
0,2.550008824,3.292004609
0,2.550001073,3.292005555
0,2.550009248,3.292003414
0,2.550007128,3.292000514
0,2.550004812,3.292006969
0,2.550004659,3.292000461
0,2.550009693,3.292007727
0,2.550000658,3.292006951
0,2.550002409,3.292002738
0,2.550009464,3.292003546
0,2.550002488,3.292006938
0,2.550008809,3.292002145
0,2.550003709,3.29200202
0,2.550006202,3.292001822
0,2.550006141,3.292002741
0,2.550002504,3.292007335
0,2.550006369,3.292006481
0,2.550000579,3.292005992
0,2.550009508,3.292005386
0,2.55000219,3.292006691
0,2.550008093,3.292003992
0,2.550003028,3.292005116
0,2.550006872,3.292002587
0,2.550001037,3.292006112
0,2.550003413,3.292003458
0,2.550004752,3.292000443
0,2.550004296,3.292008164
0,2.550007535,3.292001983
0,2.550001646,3.292009309
0,2.55000016,3.292005229
0,2.550008054,3.292001623
0,2.55000556,3.292008056
0,2.550009356,3.292002934
0,2.550008702,3.292007998
0,2.550004777,3.292006231
0,2.55000762,3.292001926
0,2.550004172,3.292000365
0,2.550007773,3.29200151
0,2.550004228,3.292002973
0,2.550002245,3.292008526
0,2.550004011,3.292003092
0,2.550008932,3.292008516
0,2.550003892,3.29200114
0,2.550007388,3.292001935
0,2.55000556,3.292008504
0,2.550006429,3.292000384
0,2.550003622,3.29200899
0,2.550001131,3.292002292
0,2.550002801,3.292000155
0,2.550007972,3.292008425
0,2.550002269,3.292007032
0,2.550005951,3.292002904
0,2.550002469,3.292007063
0,2.550005049,3.292005144
0,2.550009011,3.292007673
0,2.550006346,3.292006621
0,2.550003092,3.292003523
0,2.550009669,3.292000844
0,2.550000402,3.292005101
0,2.550009905,3.292009965
0,2.550005065,3.292004151
0,2.550009892,3.292007786
0,2.5500083,3.292003938
0,2.550004471,3.292005016
0,2.550002605,3.292002907
0,2.550005341,3.292003649
0,2.550003401,3.292003456
0,2.550001925,3.292007324
0,2.550004775,3.292004653
0,2.55000213,3.292001648
0,2.55000761,3.292009017
0,2.550007768,3.292005819
0,2.550005893,3.292003096
0,2.550000004,3.29200652
0,2.550006421,3.292000742
280,2.529613411,3.267559241
280,2.529608307,3.267557868
280,2.529606338,3.267562754
280,2.529611738,3.26756176
280,2.52961065,3.267558181
280,2.52961369,3.26756513
280,2.529609428,3.267563238
280,2.529608965,3.267559997
280,2.52961391,3.267565395
280,2.529606318,3.267565482
280,2.529605952,3.267566483
280,2.529607572,3.267557121
280,2.529606818,3.267560393
280,2.529610749,3.26755747
280,2.529605769,3.267564226
280,2.529605842,3.267560469
280,2.529608807,3.26755935
280,2.529607648,3.267558505
280,2.529611539,3.267562858
280,2.529614264,3.267560088
280,2.529611705,3.267562116
280,2.52961308,3.267566525
280,2.529606135,3.26756339
280,2.529612101,3.26755776
280,2.529609907,3.267557975
280,2.529609651,3.267561525
280,2.529605934,3.267565796
280,2.529607498,3.267563652
280,2.529606614,3.267558686
280,2.529611582,3.267566287
280,2.529607088,3.267561292
280,2.529612558,3.267562763
280,2.529605905,3.267561497
280,2.529611643,3.267564262
280,2.529607773,3.267562179
280,2.529609932,3.267564881
280,2.529609519,3.267559805
280,2.529604994,3.267564586
280,2.529607466,3.2675569
280,2.52960632,3.267563899
280,2.529608974,3.267566054
280,2.529605843,3.267559638
280,2.529610455,3.267562967
280,2.529612025,3.267559347
280,2.529612688,3.267557895
280,2.529609282,3.267563693
280,2.52961176,3.267563202
280,2.529613119,3.267561349
280,2.529606724,3.267559716
280,2.529609069,3.267558527
280,2.529605801,3.267561124
280,2.529613886,3.267562602
280,2.529604953,3.267556817
280,2.529614228,3.267558908
280,2.529611424,3.267561553
280,2.529607841,3.267565968
280,2.529608497,3.267563174
280,2.529606796,3.267559297
280,2.529611639,3.267562038
280,2.529605448,3.267561947
280,2.529608959,3.26755766
280,2.529613244,3.267560613
280,2.529606148,3.267561076
280,2.529610326,3.267564841
280,2.529612448,3.26756584
280,2.529608829,3.267563813
280,2.529613137,3.26756478
280,2.529614542,3.267561635
280,2.529606735,3.267561465
280,2.529606665,3.267565707
280,2.529604925,3.267556833
280,2.529608293,3.267562709
280,2.529607413,3.267562677
280,2.529611916,3.267561743
280,2.529608517,3.267562669
280,2.5296117,3.267556724
280,2.52960513,3.26755885
280,2.529606921,3.267557762
280,2.529608847,3.267560811
280,2.529612602,3.267556832
280,2.529612728,3.267558678
280,2.529611762,3.267558485
280,2.529607639,3.267559714
280,2.529611891,3.267561248
280,2.529610036,3.267559394
280,2.529607765,3.26756432
280,2.529608541,3.267559279
280,2.529609167,3.267566312
280,2.529609106,3.26756284
280,2.529611812,3.267562725
280,2.529612405,3.267563468
280,2.529610957,3.267563807
280,2.529612773,3.267562268
280,2.529607841,3.26756491
280,2.52960789,3.267561655
280,2.529613738,3.267559951
280,2.529613294,3.267565102
280,2.529606419,3.267562714
280,2.529609803,3.267556883
280,2.529614578,3.267559721
280,2.529613354,3.267562347
280,2.529607722,3.267562002
280,2.529614723,3.267562109
280,2.529606166,3.267561947
280,2.529605911,3.267560539
280,2.529606064,3.267562043
280,2.529607136,3.267557172
280,2.529605963,3.267566473
280,2.529611415,3.267563201
280,2.52960593,3.267560027
280,2.529614251,3.267557646
280,2.529609166,3.267558859
280,2.529612748,3.267562458
280,2.529606028,3.267565638
280,2.529605841,3.267557994
280,2.529605873,3.267556622
280,2.529608357,3.267560969
280,2.529609254,3.267558411
280,2.529610707,3.267561927
280,2.529609667,3.267566468
280,2.529614891,3.267565466
280,2.529609722,3.267561506
280,2.529610978,3.267557614
280,2.52960941,3.267557242
280,2.529613765,3.267561992
280,2.529612183,3.267558098
280,2.529610624,3.267565208
280,2.529607741,3.267561304
280,2.529612124,3.267558535
280,2.529607569,3.26755659
280,2.529605881,3.267558776
280,2.529605127,3.267565163
280,2.529607734,3.267566211
280,2.529611973,3.267556956
280,2.529612086,3.26756278
280,2.529607399,3.26755902
280,2.52960776,3.2675629
280,2.529611451,3.267560704
280,2.529612641,3.267556647
280,2.529606236,3.267559005
280,2.529609136,3.267563863
280,2.529605018,3.267559189
280,2.529606562,3.267560853
280,2.529605023,3.267560939
280,2.529612844,3.267557387
280,2.529613722,3.267558326
280,2.529613309,3.267564281
280,2.529607088,3.267559546
280,2.529609176,3.267557351
280,2.529611523,3.267560602
280,2.529606099,3.267565463
280,2.529606949,3.267566457
280,2.529608266,3.267565472
280,2.5296051,3.267563237
280,2.529606824,3.267564824
280,2.529611212,3.267564114
280,2.529605055,3.267565734
280,2.529611594,3.267561242
280,2.52960979,3.267560032
280,2.529607544,3.267559359
280,2.529613445,3.2675643
280,2.52961115,3.267565902
280,2.529606084,3.2675615
280,2.529606016,3.267564659
280,2.529612292,3.267561197
280,2.529612599,3.267563313
280,2.52960677,3.267559274
280,2.529609232,3.267565969
280,2.529609088,3.26756194
280,2.529608074,3.267563207
280,2.529613944,3.267560222
280,2.529610766,3.26755943
280,2.529606868,3.267557035
280,2.529609095,3.267560698
280,2.529605074,3.26756403
280,2.529607773,3.267557754
280,2.529611537,3.267565196
280,2.529611181,3.267563289
280,2.529614835,3.267558587
280,2.529610136,3.267560106
280,2.529605851,3.267562005
280,2.529613234,3.267560589
280,2.529614342,3.267559422
280,2.529609443,3.267560173
280,2.529605306,3.267559789
280,2.52960538,3.267562341
280,2.529606491,3.267561471
280,2.529613219,3.267557955
280,2.529614371,3.267557811
280,2.529608493,3.267562108
280,2.529605049,3.267558454
280,2.529614736,3.26756076
280,2.529612434,3.267562897
280,2.529612938,3.267563819
280,2.529608171,3.267560679
280,2.529605,3.267562641
280,2.529607964,3.267559578
280,2.529614593,3.267563968
280,2.529612176,3.267560522
280,2.529614548,3.267564231
280,2.529611174,3.267558977
280,2.529608905,3.267562638
280,2.529607113,3.267558139
280,2.529609037,3.267565447
280,2.529613346,3.267560092
280,2.529611193,3.267559847
280,2.529607359,3.267564758
280,2.529607795,3.267564337
280,2.529606091,3.267565719
280,2.529604956,3.267561932
280,2.529611624,3.267565242
280,2.529610441,3.267563088
280,2.52960799,3.267557034
280,2.529606434,3.267563022
280,2.529609058,3.267559723
280,2.52961162,3.267563171
280,2.529605808,3.267562292
280,2.529606122,3.26756084
280,2.529610171,3.267563223
280,2.529610629,3.267566443
280,2.529604934,3.267557544
280,2.52960876,3.267562225
280,2.529614374,3.267564092
280,2.52961459,3.26756292
280,2.529609201,3.267561813
280,2.52961439,3.267558969
280,2.529611184,3.267560124
280,2.529612338,3.267560694
280,2.529609584,3.26756314
280,2.529613992,3.267560557
280,2.52960531,3.267563711
280,2.529609996,3.267560231
280,2.529607281,3.267560604
280,2.529608279,3.26756194
280,2.529613532,3.267566359
280,2.52960561,3.267563352
280,2.529605857,3.267563668
280,2.529611697,3.267559871
280,2.52961119,3.267561429
280,2.529613785,3.26755929
280,2.529608312,3.267564977
280,2.529608965,3.267564535
280,2.529610468,3.267557632
280,2.529609277,3.267561447
280,2.529608591,3.267557402
280,2.529608719,3.267560572
280,2.529609794,3.267565977
280,2.529610002,3.267556943
280,2.529606833,3.267562663
280,2.529607252,3.267565335
280,2.529606135,3.267566308
280,2.529605597,3.267559249
280,2.529607638,3.267566225
280,2.529608928,3.267560898
280,2.52961332,3.267566401
280,2.529608623,3.267562757
280,2.529614636,3.267563513
280,2.529604972,3.267563172
280,2.52961475,3.267560012
280,2.529613222,3.26755738
280,2.5296113,3.267558367
280,2.529612963,3.267560578
280,2.529612366,3.267558579
280,2.529609878,3.26756609
280,2.529605776,3.26756633
280,2.529605415,3.267564977
280,2.529611872,3.267556787
280,2.529611811,3.267565504
280,2.529609329,3.267560357
280,2.529607469,3.267562456
280,2.529610472,3.2675572
280,2.529614375,3.267561314
280,2.529613233,3.267566206
280,2.52961085,3.267565927
280,2.529605393,3.267556942
280,2.529612501,3.267566373
280,2.529608976,3.267560721
280,2.529610412,3.267561296
280,2.529608913,3.267563427
280,2.529610231,3.267557022
280,2.529608325,3.267565945
280,2.529606984,3.26755882
280,2.529613503,3.267561526
280,2.529613126,3.26755705
280,2.529606797,3.267560235
280,2.529605359,3.267560085
280,2.529606947,3.267564699
280,2.529607917,3.267566444
280,2.52961388,3.267563702
280,2.529609388,3.267562375
280,2.529607253,3.267561377
280,2.529611436,3.267564736
280,2.529607354,3.267566048
280,2.529605006,3.267564833
280,2.529607367,3.267558368
280,2.529605042,3.267560386
280,2.52961248,3.267564466
280,2.529605037,3.267558932
280,2.529606136,3.267565827
280,2.529614496,3.267559205
280,2.529611725,3.267563541
280,2.529612347,3.267558808
280,2.529606559,3.267561126
280,2.529609216,3.267559724
280,2.529612429,3.267557188
280,2.529614218,3.267562741
280,2.529605994,3.267564142
280,2.529605898,3.267558371
280,2.529606983,3.267557456
280,2.529607067,3.267562261
280,2.529608877,3.267557162
280,2.529607126,3.267558475
280,2.529612141,3.267564361
280,2.529611616,3.267563284
280,2.529608788,3.267560459
280,2.529607178,3.267566055
280,2.529609805,3.26755978
280,2.529613055,3.267560099
280,2.529605108,3.267562309
280,2.529608411,3.267561898
280,2.529608063,3.267565736
280,2.529612861,3.267561515
280,2.529609677,3.267564678
280,2.52961263,3.267560267
280,2.529605557,3.267566364
280,2.529607206,3.267565901
280,2.529614748,3.267565754
280,2.52960989,3.267558781
280,2.529610779,3.267563113
280,2.529608623,3.267563501
280,2.529614211,3.267558197
280,2.529612092,3.267563109
280,2.529611835,3.267557204
280,2.529609533,3.267557334
280,2.529613792,3.267563561
280,2.529611709,3.267558357
280,2.529609438,3.267557016
280,2.529612483,3.267564409
280,2.52960741,3.267558365
280,2.529607372,3.267562497
280,2.529614139,3.267556988
280,2.52960565,3.267566013
280,2.529608491,3.267559053
280,2.529611109,3.267561617
280,2.529605866,3.267559459
280,2.529605436,3.26756487
280,2.529607388,3.267560547
280,2.529609214,3.267561704
280,2.529607502,3.26756038
280,2.529611554,3.26755992
280,2.529605244,3.267565807
280,2.529607942,3.267565404
280,2.529609657,3.267562535
280,2.529606551,3.267557988
280,2.529614646,3.26756127
280,2.529610378,3.26756264
280,2.529613184,3.26755751
280,2.529612455,3.267558752
280,2.529610821,3.267564996
280,2.529608621,3.267564642
280,2.529611198,3.267565283
280,2.529607332,3.267565969
280,2.529609158,3.267565392
280,2.529610998,3.267561871
280,2.529608743,3.267563867
280,2.529612192,3.267560948
280,2.529605382,3.267562386
280,2.529605341,3.267559119
280,2.529612078,3.2675613
280,2.529611214,3.267566167
280,2.529612877,3.267561669
280,2.529614351,3.267559695
280,2.529609793,3.267562366
280,2.529605885,3.267565568
280,2.529606964,3.267560548
280,2.529610007,3.267563616
280,2.529609581,3.267558741
280,2.529612554,3.267562219
280,2.529605729,3.267557674
280,2.529607702,3.26756261
280,2.529605782,3.267564157
280,2.529606712,3.267564836
280,2.529612352,3.267559275
280,2.529608229,3.26756443
280,2.529614705,3.267558724
280,2.529613886,3.267560884
280,2.529610026,3.267560459
280,2.529611533,3.267564166
280,2.529611679,3.267560859
280,2.529612765,3.26756017
280,2.529608112,3.267562917
280,2.529612661,3.267557786
280,2.529610439,3.267559112
280,2.52960842,3.267564842
280,2.52961385,3.267560022
280,2.529611975,3.267565058
280,2.529612526,3.267564101
280,2.529612338,3.267565399
280,2.529605249,3.267559237
280,2.529611099,3.267563044
280,2.52961216,3.267559797
280,2.529612487,3.267558564
280,2.529612916,3.267562736
280,2.52961437,3.267564161
280,2.529613397,3.267563495
280,2.529608724,3.26756034
280,2.529609333,3.267558551
280,2.529614343,3.267563926
280,2.52960628,3.267563598
280,2.529611893,3.26756549
280,2.529612558,3.267559504
280,2.52960534,3.267560122
280,2.52960846,3.267564593
280,2.529605244,3.267562372
280,2.529611451,3.267566118
280,2.529606654,3.267557717
280,2.529604971,3.267560478
280,2.529613045,3.267558864
280,2.529608023,3.267565463
280,2.529609666,3.267562726
280,2.529614113,3.267564639
280,2.5296093,3.267562108
280,2.529608129,3.267557914
280,2.529606205,3.267557303
280,2.529606215,3.267565441
280,2.529607865,3.267566406
280,2.529614879,3.26756145
280,2.529608222,3.267560773
280,2.529605522,3.267565612
280,2.529611911,3.267566039
280,2.529614312,3.267557113
280,2.529608512,3.267559276
280,2.529605867,3.267566544
280,2.52960614,3.267565491
280,2.529612608,3.267562975
280,2.529610308,3.267560041
280,2.529611726,3.267562725
280,2.529610098,3.267561906
280,2.529608677,3.267559051
280,2.52961048,3.267565027
280,2.529612973,3.267564501
280,2.529609657,3.267559548
280,2.529613405,3.267561457
280,2.52961088,3.267562273
280,2.529605539,3.267557334
280,2.529609277,3.267557233
280,2.529607284,3.267564178
280,2.529610614,3.267557369
280,2.529614348,3.2675648
280,2.529610515,3.26755764
280,2.529611665,3.267563058
280,2.529606897,3.267565889
280,2.529606177,3.267557593
280,2.529610913,3.267560568
280,2.52961042,3.267562387
280,2.529611125,3.267561105
280,2.529610122,3.267557882
280,2.529611721,3.267558762
280,2.52960919,3.267563885
280,2.529613744,3.267563413
280,2.529610744,3.267563636
280,2.529614605,3.267560318
280,2.529614336,3.267557249
280,2.529605376,3.267557207
280,2.52961279,3.267557814
280,2.529608418,3.267557105
280,2.529609255,3.267565663
280,2.529605923,3.267562095
280,2.529606074,3.267562206
280,2.529612777,3.267561655
280,2.529609114,3.267556899
280,2.529613212,3.267563124
280,2.529612619,3.267559647
280,2.529608074,3.267556621
280,2.529609173,3.267556942
280,2.529611337,3.267566317
280,2.529607171,3.267558745
280,2.529606615,3.267559529
280,2.52960866,3.267556712
280,2.529613017,3.267562626
280,2.529606853,3.26755957
280,2.529614199,3.267566051
280,2.529606731,3.267566142
280,2.529613393,3.267562004
280,2.52961045,3.26755763
280,2.529611717,3.267563498
280,2.529605877,3.267561437
280,2.529607628,3.267557868
280,2.529613595,3.267563114
280,2.529605528,3.267564859
280,2.529609425,3.267557621
280,2.529611289,3.267565742
280,2.529606508,3.267556565
280,2.529609422,3.267559429
280,2.529611415,3.267557573
280,2.529611325,3.267561309
280,2.529609724,3.267561537
280,2.529612571,3.267557661
280,2.529613265,3.267563712
280,2.529607435,3.267565172
280,2.529612991,3.267565504
280,2.529612713,3.267563668
280,2.52961215,3.267564074
280,2.529610204,3.267559741
280,2.529613888,3.267564719
280,2.529609778,3.267559609
280,2.529612085,3.267564798
280,2.529606842,3.267559484
280,2.529605728,3.267560649
280,2.52960628,3.267560031
280,2.529609592,3.267565976
280,2.529612841,3.267561238
280,2.52960692,3.267562862
280,2.529613201,3.267559873
280,2.529611976,3.267561265
280,2.529606881,3.267556776
280,2.529608834,3.267560351
280,2.529614808,3.267564011
280,2.529605191,3.267558782
280,2.52961365,3.267557454
280,2.529613041,3.267562694
280,2.529608982,3.267558873
280,2.529606454,3.26755997
280,2.529609213,3.267561894
280,2.52961173,3.267559299
280,2.529614801,3.267566037
280,2.529612186,3.267558636
280,2.529611745,3.267565182
280,2.52961145,3.267561638
280,2.529606209,3.267561575
280,2.52961488,3.267561886
280,2.529606812,3.267558583
280,2.529605849,3.267563047
280,2.529614108,3.267561051
280,2.529610589,3.267560318
280,2.529605978,3.267559951
280,2.529614025,3.267562846
280,2.52960856,3.267557112
280,2.529605255,3.267560346
280,2.529612698,3.26756419
280,2.529614009,3.267563556
280,2.529606658,3.267558672
280,2.529607722,3.267558725
280,2.529610482,3.267558992
280,2.529609135,3.26756084
280,2.529605665,3.267558904
280,2.5296096,3.267559692
280,2.5296095,3.267562406
280,2.529608847,3.26756419
280,2.529613982,3.267564788
280,2.52960596,3.267560932
280,2.529609249,3.26756061
280,2.529606308,3.267564498
280,2.529609015,3.267564848
280,2.529613865,3.267563171
280,2.529611215,3.267564811
280,2.529612771,3.267564843
280,2.529610552,3.267562824
280,2.529613507,3.267557858
280,2.529611955,3.267563859
280,2.529608411,3.267556644
280,2.529610241,3.267558724
280,2.529607282,3.267558228
280,2.529613381,3.267561316
280,2.529610123,3.267558593
280,2.529605085,3.26756182
280,2.529611912,3.267560243
280,2.529611071,3.267562
280,2.52961258,3.267557451
280,2.529612946,3.267559626
280,2.52961037,3.267566332
280,2.529605668,3.267560551
280,2.529612268,3.267558232
280,2.529613042,3.267561065
280,2.529606615,3.267562602
280,2.529608117,3.267563697
280,2.529612241,3.267563463
280,2.529610748,3.26755771
280,2.529605372,3.267556873
280,2.529607639,3.267565526
280,2.529614148,3.267559489
280,2.529605573,3.267564687
280,2.529606323,3.267560218
280,2.529613437,3.267563675
280,2.529613993,3.267563995
280,2.529607643,3.267562241
280,2.529614078,3.267565558
280,2.529609109,3.267561955
280,2.52961454,3.267559616
280,2.52961402,3.267565988
280,2.529605444,3.267562384
280,2.529614748,3.267563513
280,2.529610709,3.267558537
280,2.529607982,3.267560422
280,2.529612801,3.267558266
280,2.529606268,3.267559495
280,2.529609077,3.267563844
280,2.529605411,3.267562215
280,2.529608696,3.267564778
280,2.529607899,3.267560054
280,2.529611358,3.267562899
280,2.529610491,3.267563852
280,2.529610284,3.26756496
280,2.529608976,3.267559143
280,2.529607959,3.267557323
280,2.52961233,3.267557349
280,2.529610886,3.267560859
280,2.529607833,3.267556782
280,2.529606776,3.267558706
280,2.529612577,3.267560626
280,2.529607866,3.267563759
280,2.529606081,3.267558311
280,2.529614851,3.267560356
280,2.529612737,3.267556626
280,2.529612596,3.267560553
280,2.529612233,3.267565243
280,2.52960505,3.267560442
280,2.529612745,3.26756533
280,2.52960831,3.267561545
280,2.529610589,3.267557965
280,2.52960582,3.26756094
280,2.529614628,3.267561797
280,2.529606036,3.267563555
280,2.529613993,3.267562982
280,2.529614277,3.267565582
280,2.529610515,3.267561757
280,2.529606833,3.267563599
280,2.529607964,3.267559444
280,2.529612675,3.267562559
280,2.529612609,3.267562715
280,2.529612929,3.267556655
280,2.529614441,3.267556957
280,2.529605787,3.267562142
280,2.529610414,3.267566378
280,2.52961319,3.267560179
280,2.529606923,3.267562989
280,2.529605688,3.267560592
280,2.529614205,3.267556728
280,2.52961131,3.26756305
280,2.529610318,3.267561435
280,2.529611936,3.267563377
280,2.529606894,3.267561285
280,2.529610281,3.267559571
280,2.52960704,3.267562434
280,2.529607656,3.267558417
280,2.529606599,3.267561838
280,2.529608846,3.267558355
280,2.529605327,3.267559195
280,2.529613771,3.267556694
280,2.529605808,3.267562075
280,2.52961417,3.267561419
280,2.52961313,3.267560841
280,2.52961295,3.267564497
280,2.529605311,3.267564897
280,2.529614855,3.267563404
